index,prediction,predicted_side,actual,correct,confidence,reliability,publish,entry,future
195,SHORT,SHORT,LONG,False,40.97,71.07,True,65117.2,65320.0
196,SHORT,SHORT,LONG,False,54.78,73.53,True,65157.1,65346.6
197,SHORT,SHORT,LONG,False,56.01,73.53,True,65119.3,65344.7
198,SHORT,SHORT,LONG,False,58.49,73.53,True,65048.5,65314.4
199,SHORT,SHORT,LONG,False,55.06,73.53,True,65116.4,65302.4
200,SHORT,SHORT,LONG,False,50.04,73.53,True,65199.9,65290.6
201,SHORT,SHORT,LONG,False,36.39,68.17,True,65245.1,65300.0
202,LONG,LONG,LONG,True,38.86,69.96,True,65266.5,65300.1
203,LONG,LONG,LONG,True,38.53,69.96,True,65262.0,65278.1
204,LONG,LONG,LONG,True,59.68,74.64,True,65382.8,65413.0
205,LONG,LONG,LONG,True,56.65,74.64,True,65317.9,65350.1
206,LONG,LONG,LONG,True,52.96,74.64,True,65284.0,65328.3
207,LONG,LONG,SHORT,False,57.96,74.64,True,65320.0,65288.9
208,LONG,LONG,SHORT,False,59.53,74.64,True,65346.6,65285.6
209,LONG,LONG,SHORT,False,59.58,74.64,True,65344.7,65258.5
210,LONG,LONG,SHORT,False,55.72,74.64,True,65314.4,65144.9
211,LONG,LONG,SHORT,False,53.42,74.64,True,65302.4,65190.1
212,LONG,LONG,SHORT,False,53.94,74.64,True,65290.6,65177.9
213,LONG,LONG,SHORT,False,50.29,73.45,True,65300.0,65177.8
214,LONG,LONG,SHORT,False,52.62,74.64,True,65300.1,65199.9
215,LONG,LONG,SHORT,False,51.2,74.64,True,65278.1,65187.9
216,LONG,LONG,SHORT,False,58.7,74.64,True,65413.0,65083.2
217,LONG,LONG,SHORT,False,55.73,74.64,True,65350.1,65108.0
218,LONG,LONG,SHORT,False,47.49,71.07,True,65328.3,65109.0
219,LONG,LONG,SHORT,False,43.53,71.07,True,65288.9,65120.0
220,LONG,LONG,SHORT,False,41.0,71.07,True,65285.6,65101.4
221,SHORT,SHORT,SHORT,True,36.32,71.07,True,65258.5,65118.7
222,SHORT,SHORT,SHORT,True,39.75,71.07,True,65144.9,65137.9
223,SHORT,SHORT,SHORT,True,37.9,71.07,True,65190.1,65182.0
224,SHORT,SHORT,SHORT,True,35.91,71.07,True,65177.9,65129.0
225,SHORT,SHORT,LONG,False,37.87,71.07,True,65177.8,65221.5
226,SHORT,SHORT,SHORT,True,36.55,71.07,True,65199.9,65193.0
227,SHORT,SHORT,LONG,False,51.75,73.53,True,65187.9,65213.8
228,SHORT,SHORT,LONG,False,57.15,73.53,True,65083.2,65208.8
229,SHORT,SHORT,LONG,False,54.44,73.53,True,65108.0,65181.0
230,SHORT,SHORT,LONG,False,54.28,73.53,True,65109.0,65194.0
231,SHORT,SHORT,LONG,False,51.39,73.53,True,65120.0,65199.6
232,SHORT,SHORT,LONG,False,50.06,72.34,True,65101.4,65165.1
233,SHORT,SHORT,LONG,False,52.38,73.53,True,65118.7,65224.8
234,SHORT,SHORT,LONG,False,47.72,72.34,True,65137.9,65206.1
235,SHORT,SHORT,SHORT,True,45.85,72.34,True,65182.0,65178.8
236,SHORT,SHORT,LONG,False,52.06,73.53,True,65129.0,65152.4
237,SHORT,SHORT,LONG,False,36.46,68.17,True,65221.5,65315.6
238,LONG,LONG,LONG,True,48.73,69.96,True,65193.0,65390.9
239,LONG,LONG,LONG,True,57.97,73.53,True,65213.8,65321.9
240,LONG,LONG,LONG,True,58.67,73.53,True,65208.8,65388.8
241,SHORT,SHORT,LONG,False,34.83,69.96,True,65181.0,65421.9
242,LONG,LONG,LONG,True,36.07,69.96,True,65194.0,65461.4
243,LONG,LONG,LONG,True,36.79,69.96,True,65199.6,65503.9
244,SHORT,SHORT,LONG,False,38.26,69.96,True,65165.1,65522.6
245,LONG,LONG,LONG,True,38.89,69.96,True,65224.8,65538.9
246,SHORT,SHORT,LONG,False,34.18,69.96,True,65206.1,65514.6
247,SHORT,SHORT,LONG,False,36.6,69.96,True,65178.8,65609.9
248,SHORT,SHORT,LONG,False,45.03,73.53,True,65152.4,65513.3
249,LONG,LONG,LONG,True,36.79,69.96,True,65315.6,65445.3
250,LONG,LONG,LONG,True,52.83,71.07,True,65390.9,65426.7
251,LONG,LONG,LONG,True,54.46,74.64,True,65321.9,65414.7
252,LONG,LONG,LONG,True,55.02,73.45,True,65388.8,65433.5
253,LONG,LONG,SHORT,False,59.52,74.64,True,65421.9,65368.8
254,LONG,LONG,SHORT,False,56.89,74.64,True,65461.4,65310.1
255,LONG,LONG,SHORT,False,60.85,74.64,True,65503.9,65259.5
256,LONG,LONG,SHORT,False,61.71,74.64,True,65522.6,65257.5
257,LONG,LONG,SHORT,False,63.42,74.64,True,65538.9,65205.1
258,LONG,LONG,SHORT,False,61.56,74.64,True,65514.6,65303.9
259,LONG,LONG,SHORT,False,64.17,74.64,True,65609.9,65269.3
260,LONG,LONG,SHORT,False,59.24,74.64,True,65513.3,65261.3
261,LONG,LONG,SHORT,False,55.52,74.64,True,65445.3,65146.5
262,LONG,LONG,SHORT,False,52.94,74.64,True,65426.7,65286.5
263,LONG,LONG,SHORT,False,51.59,74.64,True,65414.7,65239.2
264,LONG,LONG,SHORT,False,49.23,73.45,True,65433.5,65318.1
265,LONG,LONG,SHORT,False,41.54,69.28,True,65368.8,65306.0
266,SHORT,SHORT,LONG,False,54.2,74.64,True,65310.1,65326.6
267,SHORT,SHORT,LONG,False,56.24,74.64,True,65259.5,65305.7
268,SHORT,SHORT,LONG,False,36.02,71.07,True,65257.5,65367.9
269,SHORT,SHORT,LONG,False,44.39,71.07,True,65205.1,65386.4
270,SHORT,SHORT,LONG,False,37.0,71.07,True,65303.9,65408.8
271,SHORT,SHORT,LONG,False,36.99,71.07,True,65269.3,65422.6
272,SHORT,SHORT,LONG,False,38.24,71.07,True,65261.3,65467.0
273,SHORT,SHORT,LONG,False,41.84,71.07,True,65146.5,65425.9
274,SHORT,SHORT,LONG,False,35.7,71.07,True,65286.5,65448.9
275,SHORT,SHORT,LONG,False,36.03,71.07,True,65239.2,65464.3
276,LONG,LONG,LONG,True,36.64,69.28,True,65318.1,65460.4
277,LONG,LONG,LONG,True,40.32,71.07,True,65306.0,65500.0
278,LONG,LONG,LONG,True,40.69,71.07,True,65326.6,65502.4
279,LONG,LONG,LONG,True,64.5,74.64,True,65305.7,65445.1
280,LONG,LONG,LONG,True,74.72,78.21,True,65367.9,65511.9
281,LONG,LONG,LONG,True,79.84,78.21,True,65386.4,65539.5
282,LONG,LONG,LONG,True,83.43,78.21,True,65408.8,65665.6
283,LONG,LONG,LONG,True,82.65,78.21,True,65422.6,65628.1
284,LONG,LONG,LONG,True,61.46,74.64,True,65467.0,65574.3
285,LONG,LONG,LONG,True,59.41,74.64,True,65425.9,65591.2
286,LONG,LONG,LONG,True,57.82,74.64,True,65448.9,65538.8
287,LONG,LONG,LONG,True,61.32,74.64,True,65464.3,65488.9
288,LONG,LONG,LONG,True,59.74,74.64,True,65460.4,65509.9
289,LONG,LONG,LONG,True,61.46,74.64,True,65500.0,65512.3
290,LONG,LONG,LONG,True,61.59,74.64,True,65502.4,65516.4
291,LONG,LONG,LONG,True,56.59,74.64,True,65445.1,65475.9
292,LONG,LONG,SHORT,False,59.28,74.64,True,65511.9,65478.8
293,LONG,LONG,SHORT,False,58.89,74.64,True,65539.5,65494.2
294,LONG,LONG,SHORT,False,61.37,74.64,True,65665.6,65523.1
295,LONG,LONG,SHORT,False,58.85,74.64,True,65628.1,65520.2
296,LONG,LONG,SHORT,False,54.84,74.64,True,65574.3,65510.7
297,LONG,LONG,SHORT,False,54.83,74.64,True,65591.2,65470.2
298,LONG,LONG,LONG,True,52.17,74.64,True,65538.8,65579.5
299,LONG,LONG,LONG,True,40.33,69.28,True,65488.9,65575.0
300,LONG,LONG,LONG,True,39.58,69.28,True,65509.9,65565.9
301,LONG,LONG,LONG,True,42.41,71.07,True,65512.3,65542.7
302,LONG,LONG,LONG,True,39.65,71.07,True,65516.4,65623.8
303,LONG,LONG,LONG,True,35.35,71.07,True,65475.9,65789.1
304,SHORT,SHORT,LONG,False,59.72,74.64,True,65478.8,65727.8
305,SHORT,SHORT,LONG,False,57.22,74.64,True,65494.2,65724.9
306,SHORT,SHORT,LONG,False,53.94,74.64,True,65523.1,65742.9
307,LONG,LONG,LONG,True,38.09,71.07,True,65520.2,65666.6
308,LONG,LONG,LONG,True,37.95,71.07,True,65510.7,65706.0
309,LONG,LONG,LONG,True,54.5,71.07,True,65470.2,65668.1
310,LONG,LONG,LONG,True,43.12,71.07,True,65579.5,65780.0
311,LONG,LONG,LONG,True,48.85,74.64,True,65575.0,65798.6
312,LONG,LONG,LONG,True,39.34,69.28,True,65565.9,65901.9
313,LONG,LONG,LONG,True,61.21,73.45,True,65542.7,65925.4
314,LONG,LONG,LONG,True,74.54,78.21,True,65623.8,65933.1
315,LONG,LONG,LONG,True,53.6,74.64,True,65789.1,65887.2
316,LONG,LONG,LONG,True,50.94,74.64,True,65727.8,65887.9
317,LONG,LONG,LONG,True,51.11,74.64,True,65724.9,65892.4
318,LONG,LONG,LONG,True,55.03,74.64,True,65742.9,65897.1
319,LONG,LONG,LONG,True,44.26,71.07,True,65666.6,65849.7
320,LONG,LONG,LONG,True,43.32,71.07,True,65706.0,65896.4
321,LONG,LONG,LONG,True,40.77,69.28,True,65668.1,65959.7
322,LONG,LONG,LONG,True,54.07,74.64,True,65780.0,65874.9
323,LONG,LONG,LONG,True,54.92,74.64,True,65798.6,65932.8
324,LONG,LONG,LONG,True,59.67,74.64,True,65901.9,65985.0
325,LONG,LONG,LONG,True,60.04,74.64,True,65925.4,66026.0
326,LONG,LONG,LONG,True,59.05,74.64,True,65933.1,66015.4
327,LONG,LONG,LONG,True,54.57,73.45,True,65887.2,66170.2
328,LONG,LONG,LONG,True,57.35,74.64,True,65887.9,66189.1
329,LONG,LONG,LONG,True,59.01,74.64,True,65892.4,66166.9
330,LONG,LONG,LONG,True,59.48,74.64,True,65897.1,66228.6
331,LONG,LONG,LONG,True,56.5,74.64,True,65849.7,66159.0
332,LONG,LONG,LONG,True,58.18,74.64,True,65896.4,66263.3
333,LONG,LONG,LONG,True,60.88,74.64,True,65959.7,66262.9
334,LONG,LONG,LONG,True,53.06,74.64,True,65874.9,66274.7
335,LONG,LONG,LONG,True,56.43,74.64,True,65932.8,66194.5
336,LONG,LONG,LONG,True,58.07,74.64,True,65985.0,66197.1
337,LONG,LONG,LONG,True,59.99,74.64,True,66026.0,66330.0
338,LONG,LONG,LONG,True,57.33,74.64,True,66015.4,66279.8
339,LONG,LONG,LONG,True,60.6,74.64,True,66170.2,66242.8
340,LONG,LONG,LONG,True,63.25,74.64,True,66189.1,66209.9
341,LONG,LONG,LONG,True,61.74,74.64,True,66166.9,66200.0
342,LONG,LONG,SHORT,False,62.27,74.64,True,66228.6,66164.0
343,LONG,LONG,LONG,True,59.2,74.64,True,66159.0,66183.9
344,LONG,LONG,SHORT,False,63.5,74.64,True,66263.3,66187.7
345,LONG,LONG,SHORT,False,63.41,74.64,True,66262.9,66194.3
346,LONG,LONG,SHORT,False,62.37,74.64,True,66274.7,66210.0
347,LONG,LONG,LONG,True,56.65,74.64,True,66194.5,66211.3
348,LONG,LONG,LONG,True,54.58,74.64,True,66197.1,66254.5
349,LONG,LONG,SHORT,False,60.27,74.64,True,66330.0,66291.5
350,LONG,LONG,SHORT,False,58.34,74.64,True,66279.8,66272.3
351,LONG,LONG,LONG,True,56.71,74.64,True,66242.8,66286.8
352,LONG,LONG,LONG,True,51.75,73.45,True,66209.9,66315.1
353,LONG,LONG,LONG,True,47.54,71.07,True,66200.0,66261.2
354,LONG,LONG,LONG,True,42.74,71.07,True,66164.0,66267.7
355,LONG,LONG,LONG,True,40.26,71.07,True,66183.9,66270.1
356,LONG,LONG,LONG,True,39.08,71.07,True,66187.7,66331.3
357,LONG,LONG,LONG,True,42.37,71.07,True,66194.3,66339.8
358,LONG,LONG,LONG,True,38.99,71.07,True,66210.0,66343.3
359,LONG,LONG,LONG,True,38.13,71.07,True,66211.3,66370.0
360,LONG,LONG,LONG,True,43.02,71.07,True,66254.5,66368.0
361,LONG,LONG,LONG,True,48.1,71.07,True,66291.5,66334.2
362,LONG,LONG,LONG,True,50.74,73.45,True,66272.3,66317.6
363,LONG,LONG,SHORT,False,54.23,74.64,True,66286.8,66276.2
364,LONG,LONG,SHORT,False,56.38,74.64,True,66315.1,66161.4
365,LONG,LONG,SHORT,False,75.97,78.21,True,66261.2,66161.1
366,LONG,LONG,SHORT,False,52.47,74.64,True,66267.7,66147.1
367,LONG,LONG,SHORT,False,53.53,74.64,True,66270.1,66129.2
368,LONG,LONG,SHORT,False,55.86,74.64,True,66331.3,66204.7
369,LONG,LONG,SHORT,False,57.51,74.64,True,66339.8,66191.3
370,LONG,LONG,SHORT,False,55.84,74.64,True,66343.3,66178.6
371,LONG,LONG,SHORT,False,58.96,74.64,True,66370.0,66207.0
372,LONG,LONG,SHORT,False,59.57,74.64,True,66368.0,66229.1
373,LONG,LONG,SHORT,False,56.71,74.64,True,66334.2,66259.5
374,LONG,LONG,SHORT,False,54.64,74.64,True,66317.6,66309.9
375,LONG,LONG,LONG,True,50.44,74.64,True,66276.2,66323.5
376,SHORT,SHORT,LONG,False,33.37,69.28,True,66161.4,66303.6
377,SHORT,SHORT,LONG,False,37.13,71.07,True,66161.1,66317.9
378,SHORT,SHORT,LONG,False,39.84,71.07,True,66147.1,66250.2
379,SHORT,SHORT,LONG,False,40.52,71.07,True,66129.2,66344.3
380,SHORT,SHORT,LONG,False,34.83,71.07,True,66204.7,66378.1
381,SHORT,SHORT,LONG,False,35.75,71.07,True,66191.3,66425.2
382,SHORT,SHORT,LONG,False,38.22,71.07,True,66178.6,66425.0
383,LONG,LONG,LONG,True,35.11,71.07,True,66207.0,66430.8
384,LONG,LONG,LONG,True,39.07,71.07,True,66229.1,66461.7
385,LONG,LONG,LONG,True,46.17,73.45,True,66259.5,66600.1
386,LONG,LONG,LONG,True,53.41,74.64,True,66309.9,66491.8
387,LONG,LONG,LONG,True,79.74,78.21,True,66323.5,66515.6
388,LONG,LONG,LONG,True,78.69,78.21,True,66303.6,66482.7
389,LONG,LONG,LONG,True,79.24,78.21,True,66317.9,66527.7
390,LONG,LONG,LONG,True,68.35,74.64,True,66250.2,66507.0
391,LONG,LONG,LONG,True,80.48,78.21,True,66344.3,66555.4
392,LONG,LONG,LONG,True,57.31,74.64,True,66378.1,66592.9
393,LONG,LONG,LONG,True,59.27,74.64,True,66425.2,66529.9
394,LONG,LONG,LONG,True,56.96,74.64,True,66425.0,66445.0
395,LONG,LONG,SHORT,False,57.36,74.64,True,66430.8,66410.1
396,LONG,LONG,LONG,True,56.99,74.64,True,66461.7,66497.2
397,LONG,LONG,SHORT,False,61.55,74.64,True,66600.1,66381.3
398,LONG,LONG,SHORT,False,58.05,74.64,True,66491.8,66335.8
399,LONG,LONG,LONG,True,58.02,74.64,True,66515.6,66626.8
400,LONG,LONG,LONG,True,57.82,74.64,True,66482.7,66707.0
401,LONG,LONG,LONG,True,58.43,74.64,True,66527.7,66748.8
402,LONG,LONG,LONG,True,58.13,74.64,True,66507.0,66819.5
403,LONG,LONG,LONG,True,60.07,74.64,True,66555.4,66788.2
404,LONG,LONG,LONG,True,62.49,74.64,True,66592.9,66912.0
405,LONG,LONG,LONG,True,57.89,74.64,True,66529.9,66823.0
406,LONG,LONG,LONG,True,50.77,74.64,True,66445.0,66636.5
407,LONG,LONG,LONG,True,43.36,71.07,True,66410.1,66700.0
408,LONG,LONG,LONG,True,53.16,74.64,True,66497.2,66805.5
409,SHORT,SHORT,LONG,False,45.81,71.07,True,66381.3,66750.0
410,LONG,LONG,LONG,True,39.09,71.07,True,66335.8,66815.1
411,LONG,LONG,LONG,True,59.76,74.64,True,66626.8,66800.1
412,LONG,LONG,LONG,True,59.51,74.64,True,66707.0,66807.6
413,LONG,LONG,LONG,True,59.64,74.64,True,66748.8,66804.3
414,LONG,LONG,SHORT,False,60.0,74.64,True,66819.5,66629.9
415,LONG,LONG,SHORT,False,57.32,74.64,True,66788.2,66756.9
416,LONG,LONG,SHORT,False,62.26,74.64,True,66912.0,66650.9
417,LONG,LONG,SHORT,False,59.01,74.64,True,66823.0,66699.9
418,LONG,LONG,LONG,True,49.91,74.64,True,66636.5,66658.5
419,LONG,LONG,SHORT,False,52.42,74.64,True,66700.0,66581.4
420,LONG,LONG,SHORT,False,56.0,74.64,True,66805.5,66537.1
421,LONG,LONG,SHORT,False,51.59,73.45,True,66750.0,66660.1
422,LONG,LONG,SHORT,False,48.39,71.07,True,66815.1,66583.7
423,LONG,LONG,SHORT,False,48.67,71.07,True,66800.1,66641.0
424,LONG,LONG,SHORT,False,46.54,71.07,True,66807.6,66650.5
425,LONG,LONG,SHORT,False,48.65,71.07,True,66804.3,66648.5
426,LONG,LONG,LONG,True,42.49,71.07,True,66629.9,66724.9
427,LONG,LONG,SHORT,False,47.65,71.07,True,66756.9,66573.9
428,LONG,LONG,SHORT,False,51.52,74.64,True,66650.9,66580.7
429,SHORT,SHORT,SHORT,True,42.26,71.07,True,66699.9,66536.3
430,SHORT,SHORT,SHORT,True,45.45,71.07,True,66658.5,66534.3
431,SHORT,SHORT,SHORT,True,36.83,71.07,True,66581.4,66499.1
432,SHORT,SHORT,LONG,False,39.23,71.07,True,66537.1,66542.6
433,LONG,LONG,SHORT,False,38.03,71.07,True,66660.1,66594.7
434,SHORT,SHORT,SHORT,True,36.3,71.07,True,66583.7,66528.0
435,LONG,LONG,SHORT,False,35.42,71.07,True,66641.0,66501.1
436,LONG,LONG,SHORT,False,37.73,71.07,True,66650.5,66523.0
437,SHORT,SHORT,SHORT,True,53.97,74.64,True,66648.5,66507.1
438,LONG,LONG,SHORT,False,43.93,71.07,True,66724.9,66485.9
439,SHORT,SHORT,SHORT,True,35.28,71.07,True,66573.9,66469.8
440,LONG,LONG,SHORT,False,34.78,71.07,True,66580.7,66435.6
441,SHORT,SHORT,SHORT,True,37.37,71.07,True,66536.3,66422.0
442,SHORT,SHORT,SHORT,True,38.68,71.07,True,66534.3,66450.0
443,SHORT,SHORT,SHORT,True,40.01,71.07,True,66499.1,66416.7
444,SHORT,SHORT,SHORT,True,36.55,71.07,True,66542.6,66405.2
445,LONG,LONG,SHORT,False,37.83,71.07,True,66594.7,66435.9
446,SHORT,SHORT,SHORT,True,37.78,71.07,True,66528.0,66477.2
447,SHORT,SHORT,SHORT,True,38.67,71.07,True,66501.1,66263.0
448,SHORT,SHORT,SHORT,True,36.61,71.07,True,66523.0,66180.3
449,SHORT,SHORT,SHORT,True,35.31,71.07,True,66507.1,66181.1
450,SHORT,SHORT,SHORT,True,36.32,71.07,True,66485.9,66186.1
451,SHORT,SHORT,SHORT,True,53.53,73.53,True,66469.8,66292.2
452,SHORT,SHORT,SHORT,True,57.12,73.53,True,66435.6,66256.2
453,SHORT,SHORT,SHORT,True,55.39,73.53,True,66422.0,66223.9
454,SHORT,SHORT,SHORT,True,56.17,73.53,True,66450.0,66213.3
455,SHORT,SHORT,SHORT,True,55.39,73.53,True,66416.7,66206.7
456,SHORT,SHORT,SHORT,True,56.05,73.53,True,66405.2,66184.8
457,SHORT,SHORT,SHORT,True,53.64,73.53,True,66435.9,66240.1
458,SHORT,SHORT,SHORT,True,50.18,73.53,True,66477.2,66248.6
459,SHORT,SHORT,LONG,False,48.57,73.53,True,66263.0,66302.4
460,SHORT,SHORT,LONG,False,50.13,73.53,True,66180.3,66268.2
461,SHORT,SHORT,LONG,False,50.09,73.53,True,66181.1,66287.5
462,SHORT,SHORT,LONG,False,48.37,73.53,True,66186.1,66333.9
463,SHORT,SHORT,LONG,False,37.47,68.17,True,66292.2,66340.2
464,SHORT,SHORT,LONG,False,46.51,73.53,True,66256.2,66266.7
465,SHORT,SHORT,LONG,False,47.1,73.53,True,66223.9,66331.8
466,SHORT,SHORT,LONG,False,46.96,73.53,True,66213.3,66338.7
467,SHORT,SHORT,LONG,False,49.48,73.53,True,66206.7,66365.9
468,SHORT,SHORT,LONG,False,48.88,73.53,True,66184.8,66380.7
469,SHORT,SHORT,LONG,False,40.76,69.96,True,66240.1,66441.8
470,SHORT,SHORT,LONG,False,38.28,69.96,True,66248.6,66425.1
471,LONG,LONG,LONG,True,34.23,69.96,True,66302.4,66450.4
472,SHORT,SHORT,LONG,False,36.26,69.96,True,66268.2,66416.3
473,SHORT,SHORT,LONG,False,34.56,68.17,True,66287.5,66409.5
474,LONG,LONG,LONG,True,35.65,69.96,True,66333.9,66395.7
475,LONG,LONG,LONG,True,60.98,73.53,True,66340.2,66398.4
476,LONG,LONG,LONG,True,57.74,73.53,True,66266.7,66388.8
477,LONG,LONG,LONG,True,61.13,73.53,True,66331.8,66360.0
478,LONG,LONG,LONG,True,39.01,69.96,True,66338.7,66340.9
479,LONG,LONG,SHORT,False,43.49,69.96,True,66365.9,66359.6
480,LONG,LONG,LONG,True,43.16,69.96,True,66380.7,66410.0
481,LONG,LONG,SHORT,False,45.05,69.96,True,66441.8,66417.6
482,LONG,LONG,LONG,True,45.54,69.96,True,66425.1,66427.3
483,LONG,LONG,SHORT,False,46.86,69.96,True,66450.4,66400.0
484,LONG,LONG,SHORT,False,45.0,69.96,True,66416.3,66390.0
485,LONG,LONG,SHORT,False,44.69,69.96,True,66409.5,66373.8
486,LONG,LONG,SHORT,False,42.42,69.96,True,66395.7,66306.5
487,LONG,LONG,SHORT,False,42.16,69.96,True,66398.4,66334.9
488,LONG,LONG,SHORT,False,39.27,69.96,True,66388.8,66368.7
489,SHORT,SHORT,SHORT,True,34.85,69.96,True,66360.0,66310.4
490,SHORT,SHORT,SHORT,True,44.6,73.53,True,66340.9,66327.9
491,SHORT,SHORT,SHORT,True,59.36,72.34,True,66359.6,66292.4
492,SHORT,SHORT,SHORT,True,55.06,72.34,True,66410.0,66280.5
493,LONG,LONG,SHORT,False,33.76,68.17,True,66417.6,66303.6
494,LONG,LONG,SHORT,False,38.1,69.96,True,66427.3,66313.1
495,LONG,LONG,SHORT,False,32.61,68.17,True,66400.0,66324.8
496,SHORT,SHORT,SHORT,True,36.79,69.96,True,66390.0,66349.6
497,SHORT,SHORT,SHORT,True,44.59,73.53,True,66373.8,66352.4
498,SHORT,SHORT,LONG,False,50.47,73.53,True,66306.5,66326.5
499,SHORT,SHORT,SHORT,True,45.07,72.34,True,66334.9,66314.5
500,SHORT,SHORT,SHORT,True,41.88,72.34,True,66368.7,66283.5
501,SHORT,SHORT,SHORT,True,51.76,73.53,True,66310.4,66207.9
502,SHORT,SHORT,SHORT,True,52.5,73.53,True,66327.9,66196.6
503,SHORT,SHORT,SHORT,True,56.56,73.53,True,66292.4,66251.6
504,SHORT,SHORT,LONG,False,56.86,73.53,True,66280.5,66302.6
505,SHORT,SHORT,SHORT,True,52.29,73.53,True,66303.6,66287.1
506,SHORT,SHORT,SHORT,True,50.54,73.53,True,66313.1,66279.7
507,SHORT,SHORT,SHORT,True,45.44,72.34,True,66324.8,66230.7
508,SHORT,SHORT,SHORT,True,38.83,69.96,True,66349.6,66263.2
509,SHORT,SHORT,SHORT,True,68.58,77.1,True,66352.4,66271.2
510,SHORT,SHORT,SHORT,True,45.1,72.34,True,66326.5,66234.6
511,SHORT,SHORT,SHORT,True,46.61,72.34,True,66314.5,66240.6
512,SHORT,SHORT,SHORT,True,49.79,72.34,True,66283.5,66247.1
513,SHORT,SHORT,LONG,False,50.74,72.34,True,66207.9,66311.8
514,SHORT,SHORT,LONG,False,53.84,73.53,True,66196.6,66292.5
515,SHORT,SHORT,LONG,False,48.54,73.53,True,66251.6,66369.0
516,SHORT,SHORT,LONG,False,39.55,69.96,True,66302.6,66389.0
517,SHORT,SHORT,LONG,False,39.57,69.96,True,66287.1,66416.0
518,SHORT,SHORT,LONG,False,40.47,69.96,True,66279.7,66394.0
519,SHORT,SHORT,LONG,False,51.09,73.53,True,66230.7,66431.3
520,SHORT,SHORT,LONG,False,46.22,73.53,True,66263.2,66523.7
521,SHORT,SHORT,LONG,False,36.63,68.17,True,66271.2,66522.4
522,SHORT,SHORT,LONG,False,45.25,72.34,True,66234.6,66588.0
523,SHORT,SHORT,LONG,False,40.31,69.96,True,66240.6,66594.5
524,SHORT,SHORT,LONG,False,39.76,69.96,True,66247.1,66651.4
525,LONG,LONG,LONG,True,35.22,69.96,True,66311.8,66591.9
526,SHORT,SHORT,LONG,False,34.39,68.17,True,66292.5,66615.4
527,LONG,LONG,LONG,True,41.77,69.96,True,66369.0,66629.9
528,LONG,LONG,LONG,True,44.0,69.96,True,66389.0,66691.8
529,LONG,LONG,LONG,True,46.27,69.96,True,66416.0,66675.6
530,LONG,LONG,LONG,True,41.75,69.96,True,66394.0,66681.0
531,LONG,LONG,LONG,True,46.11,69.96,True,66431.3,66673.9
532,LONG,LONG,LONG,True,65.6,74.64,True,66523.7,66619.3
533,LONG,LONG,LONG,True,64.96,74.64,True,66522.4,66591.7
534,LONG,LONG,LONG,True,66.19,74.64,True,66588.0,66607.0
535,LONG,LONG,SHORT,False,64.59,74.64,True,66594.5,66557.4
536,LONG,LONG,SHORT,False,66.29,74.64,True,66651.4,66464.3
537,LONG,LONG,SHORT,False,63.2,74.64,True,66591.9,66402.1
538,LONG,LONG,SHORT,False,63.46,74.64,True,66615.4,66330.0
539,LONG,LONG,SHORT,False,63.92,74.64,True,66629.9,66327.1
540,LONG,LONG,SHORT,False,66.67,74.64,True,66691.8,66366.1
541,LONG,LONG,SHORT,False,65.81,74.64,True,66675.6,66369.2
542,LONG,LONG,SHORT,False,65.31,74.64,True,66681.0,66335.9
543,LONG,LONG,SHORT,False,62.16,74.64,True,66673.9,66445.6
544,LONG,LONG,SHORT,False,58.13,74.64,True,66619.3,66380.0
545,LONG,LONG,SHORT,False,51.82,73.45,True,66591.7,66399.9
546,LONG,LONG,SHORT,False,47.83,71.07,True,66607.0,66396.8
547,LONG,LONG,SHORT,False,42.15,71.07,True,66557.4,66380.9
548,SHORT,SHORT,SHORT,True,57.62,74.64,True,66464.3,66432.9
549,SHORT,SHORT,LONG,False,64.68,74.64,True,66402.1,66440.3
550,SHORT,SHORT,LONG,False,42.0,71.07,True,66330.0,66422.2
551,SHORT,SHORT,LONG,False,45.47,71.07,True,66327.1,66375.2
552,SHORT,SHORT,SHORT,True,43.42,71.07,True,66366.1,66334.2
553,SHORT,SHORT,SHORT,True,43.64,71.07,True,66369.2,66296.7
554,SHORT,SHORT,LONG,False,43.84,71.07,True,66335.9,66339.1
555,SHORT,SHORT,SHORT,True,35.65,71.07,True,66445.6,66352.7
556,SHORT,SHORT,SHORT,True,38.46,71.07,True,66380.0,66317.3
557,SHORT,SHORT,SHORT,True,37.64,71.07,True,66399.9,66283.2
558,SHORT,SHORT,SHORT,True,37.87,71.07,True,66396.8,66281.6
559,SHORT,SHORT,SHORT,True,35.76,71.07,True,66380.9,66241.6
560,LONG,LONG,SHORT,False,36.2,71.07,True,66432.9,66154.0
561,LONG,LONG,SHORT,False,37.63,69.28,True,66440.3,66229.0
562,LONG,LONG,SHORT,False,37.62,71.07,True,66422.2,66253.8
563,SHORT,SHORT,SHORT,True,49.68,73.53,True,66375.2,66252.2
564,SHORT,SHORT,SHORT,True,54.2,73.53,True,66334.2,66225.2
565,SHORT,SHORT,SHORT,True,56.92,73.53,True,66296.7,66228.5
566,SHORT,SHORT,SHORT,True,51.49,73.53,True,66339.1,66247.3
567,SHORT,SHORT,SHORT,True,48.19,73.53,True,66352.7,66313.4
568,SHORT,SHORT,SHORT,True,52.38,73.53,True,66317.3,66250.0
569,SHORT,SHORT,SHORT,True,55.39,73.53,True,66283.2,66176.7
