index,prediction,predicted_side,actual,correct,confidence,reliability,publish,entry,future
570,SHORT,SHORT,LONG,False,55.31,73.53,True,66281.6,66290.9
571,SHORT,SHORT,LONG,False,58.28,73.53,True,66241.6,66301.9
572,SHORT,SHORT,LONG,False,58.52,73.53,True,66154.0,66307.7
573,SHORT,SHORT,LONG,False,53.43,73.53,True,66229.0,66300.1
574,SHORT,SHORT,LONG,False,50.2,73.53,True,66253.8,66351.6
575,SHORT,SHORT,LONG,False,49.91,73.53,True,66252.2,66332.9
576,SHORT,SHORT,LONG,False,51.11,73.53,True,66225.2,66338.9
577,SHORT,SHORT,LONG,False,50.9,73.53,True,66228.5,66356.2
578,SHORT,SHORT,LONG,False,46.35,72.34,True,66247.3,66387.6
579,SHORT,SHORT,LONG,False,38.88,69.96,True,66313.4,66322.3
580,SHORT,SHORT,LONG,False,41.25,69.96,True,66250.0,66327.7
581,SHORT,SHORT,LONG,False,50.4,71.07,True,66176.7,66349.3
582,SHORT,SHORT,SHORT,True,40.54,71.07,True,66290.9,66266.3
583,SHORT,SHORT,SHORT,True,37.25,71.07,True,66301.9,66247.6
584,SHORT,SHORT,SHORT,True,57.62,71.07,True,66307.7,66245.7
585,LONG,LONG,SHORT,False,55.27,74.64,True,66300.1,66146.7
586,LONG,LONG,SHORT,False,60.56,74.64,True,66351.6,66052.4
587,SHORT,SHORT,SHORT,True,34.82,71.07,True,66332.9,66044.4
588,SHORT,SHORT,SHORT,True,34.36,69.28,True,66338.9,66094.9
589,SHORT,SHORT,SHORT,True,35.07,71.07,True,66356.2,65987.9
590,LONG,LONG,SHORT,False,38.4,71.07,True,66387.6,65960.0
591,SHORT,SHORT,SHORT,True,37.92,71.07,True,66322.3,65962.3
592,SHORT,SHORT,SHORT,True,40.18,71.07,True,66327.7,65941.0
593,SHORT,SHORT,SHORT,True,35.32,69.28,True,66349.3,65954.5
594,SHORT,SHORT,SHORT,True,51.16,74.64,True,66266.3,65959.5
595,SHORT,SHORT,SHORT,True,77.86,78.21,True,66247.6,65890.1
596,SHORT,SHORT,SHORT,True,78.73,78.21,True,66245.7,65959.7
597,SHORT,SHORT,SHORT,True,60.5,74.64,True,66146.7,65898.9
598,SHORT,SHORT,SHORT,True,64.62,74.64,True,66052.4,65851.8
599,SHORT,SHORT,SHORT,True,67.12,74.64,True,66044.4,65833.9
600,SHORT,SHORT,SHORT,True,63.87,74.64,True,66094.9,65910.1
601,SHORT,SHORT,SHORT,True,68.89,74.64,True,65987.9,65936.1
602,SHORT,SHORT,SHORT,True,69.22,74.64,True,65960.0,65927.1
603,SHORT,SHORT,SHORT,True,65.1,74.64,True,65962.3,65899.4
604,SHORT,SHORT,SHORT,True,63.6,74.64,True,65941.0,65904.4
605,SHORT,SHORT,SHORT,True,63.28,74.64,True,65954.5,65906.8
606,SHORT,SHORT,SHORT,True,61.33,74.64,True,65959.5,65891.1
607,SHORT,SHORT,LONG,False,63.72,74.64,True,65890.1,65899.9
608,SHORT,SHORT,SHORT,True,58.99,74.64,True,65959.7,65878.0
609,SHORT,SHORT,SHORT,True,61.68,74.64,True,65898.9,65886.8
610,SHORT,SHORT,SHORT,True,62.13,74.64,True,65851.8,65846.8
611,SHORT,SHORT,LONG,False,62.52,74.64,True,65833.9,65877.6
612,SHORT,SHORT,SHORT,True,59.27,74.64,True,65910.1,65815.4
613,SHORT,SHORT,SHORT,True,57.68,74.64,True,65936.1,65705.6
614,SHORT,SHORT,SHORT,True,57.14,74.64,True,65927.1,65757.3
615,SHORT,SHORT,SHORT,True,59.68,74.64,True,65899.4,65750.2
616,SHORT,SHORT,SHORT,True,56.72,74.64,True,65904.4,65800.3
617,SHORT,SHORT,SHORT,True,56.02,74.64,True,65906.8,65813.4
618,SHORT,SHORT,LONG,False,55.06,74.64,True,65891.1,65956.1
619,SHORT,SHORT,LONG,False,54.61,74.64,True,65899.9,66009.9
620,SHORT,SHORT,LONG,False,51.99,73.45,True,65878.0,66003.9
621,SHORT,SHORT,LONG,False,51.34,74.64,True,65886.8,66042.4
622,SHORT,SHORT,LONG,False,55.31,74.64,True,65846.8,66049.1
623,SHORT,SHORT,LONG,False,52.14,74.64,True,65877.6,65991.2
624,SHORT,SHORT,LONG,False,55.8,73.45,True,65815.4,66018.2
625,SHORT,SHORT,LONG,False,61.83,74.64,True,65705.6,65951.2
626,SHORT,SHORT,LONG,False,55.47,74.64,True,65757.3,65900.1
627,SHORT,SHORT,LONG,False,56.37,74.64,True,65750.2,65942.7
628,SHORT,SHORT,LONG,False,48.67,73.45,True,65800.3,65948.4
629,SHORT,SHORT,LONG,False,47.49,73.45,True,65813.4,65953.5
630,SHORT,SHORT,LONG,False,51.59,71.07,True,65956.1,65985.6
631,LONG,LONG,LONG,True,36.32,71.07,True,66009.9,66036.6
632,LONG,LONG,SHORT,False,37.56,71.07,True,66003.9,65980.5
633,LONG,LONG,SHORT,False,38.54,71.07,True,66042.4,66028.8
634,LONG,LONG,SHORT,False,37.68,71.07,True,66049.1,66000.0
635,LONG,LONG,LONG,True,34.93,71.07,True,65991.2,65995.4
636,LONG,LONG,SHORT,False,35.65,71.07,True,66018.2,65864.3
637,SHORT,SHORT,SHORT,True,39.21,71.07,True,65951.2,65848.8
638,SHORT,SHORT,SHORT,True,46.95,73.45,True,65900.1,65854.8
639,SHORT,SHORT,SHORT,True,43.34,71.07,True,65942.7,65870.3
640,SHORT,SHORT,SHORT,True,66.83,74.64,True,65948.4,65860.3
641,SHORT,SHORT,SHORT,True,57.76,74.64,True,65953.5,65896.4
642,SHORT,SHORT,SHORT,True,37.79,69.28,True,65985.6,65904.2
643,SHORT,SHORT,SHORT,True,38.56,71.07,True,66036.6,65887.8
644,SHORT,SHORT,SHORT,True,37.02,69.28,True,65980.5,65892.4
645,SHORT,SHORT,SHORT,True,35.05,69.28,True,66028.8,65912.7
646,SHORT,SHORT,SHORT,True,36.4,71.07,True,66000.0,65937.3
647,SHORT,SHORT,SHORT,True,37.03,71.07,True,65995.4,65933.8
648,SHORT,SHORT,LONG,False,48.28,71.07,True,65864.3,65939.3
649,SHORT,SHORT,LONG,False,57.82,74.64,True,65848.8,65942.1
650,SHORT,SHORT,LONG,False,58.32,74.64,True,65854.8,65957.1
651,SHORT,SHORT,LONG,False,60.02,74.64,True,65870.3,66063.7
652,SHORT,SHORT,LONG,False,62.81,74.64,True,65860.3,66045.5
653,SHORT,SHORT,LONG,False,58.17,74.64,True,65896.4,66016.2
654,SHORT,SHORT,LONG,False,53.64,74.64,True,65904.2,66014.3
655,SHORT,SHORT,LONG,False,57.67,74.64,True,65887.8,65997.9
656,SHORT,SHORT,LONG,False,56.18,74.64,True,65892.4,65985.1
657,SHORT,SHORT,LONG,False,75.02,78.21,True,65912.7,65959.4
658,SHORT,SHORT,LONG,False,42.35,71.07,True,65937.3,66052.5
659,LONG,LONG,LONG,True,47.14,71.07,True,65933.8,66019.4
660,LONG,LONG,LONG,True,52.69,74.64,True,65939.3,66011.5
661,LONG,LONG,LONG,True,54.36,74.64,True,65942.1,65977.6
662,LONG,LONG,SHORT,False,55.38,74.64,True,65957.1,65879.9
663,LONG,LONG,SHORT,False,39.5,71.07,True,66063.7,66003.7
664,LONG,LONG,SHORT,False,39.84,71.07,True,66045.5,65999.8
665,LONG,LONG,SHORT,False,35.57,71.07,True,66016.2,65981.4
666,SHORT,SHORT,SHORT,True,36.35,71.07,True,66014.3,65911.9
667,SHORT,SHORT,SHORT,True,36.89,71.07,True,65997.9,65856.4
668,SHORT,SHORT,SHORT,True,38.11,69.28,True,65985.1,65880.1
669,SHORT,SHORT,SHORT,True,43.74,71.07,True,65959.4,65828.1
670,LONG,LONG,SHORT,False,49.33,72.34,True,66052.5,65824.2
671,LONG,LONG,SHORT,False,42.49,69.96,True,66019.4,65854.5
672,LONG,LONG,SHORT,False,38.09,69.96,True,66011.5,65766.1
673,SHORT,SHORT,SHORT,True,34.42,69.96,True,65977.6,65798.7
674,SHORT,SHORT,SHORT,True,43.69,69.96,True,65879.9,65750.1
675,SHORT,SHORT,SHORT,True,49.94,69.96,True,66003.7,65646.1
676,SHORT,SHORT,SHORT,True,52.13,69.96,True,65999.8,65711.1
677,SHORT,SHORT,SHORT,True,54.12,69.96,True,65981.4,65604.2
678,SHORT,SHORT,SHORT,True,41.67,69.96,True,65911.9,65614.5
679,SHORT,SHORT,SHORT,True,63.95,74.64,True,65856.4,65655.6
680,SHORT,SHORT,SHORT,True,61.93,74.64,True,65880.1,65619.0
681,SHORT,SHORT,SHORT,True,63.58,74.64,True,65828.1,65588.8
682,SHORT,SHORT,SHORT,True,63.69,74.64,True,65824.2,65549.4
683,SHORT,SHORT,SHORT,True,58.88,74.64,True,65854.5,65590.6
684,SHORT,SHORT,SHORT,True,62.54,74.64,True,65766.1,65761.3
685,SHORT,SHORT,LONG,False,59.08,74.64,True,65798.7,65818.7
686,SHORT,SHORT,LONG,False,60.23,74.64,True,65750.1,65864.8
687,SHORT,SHORT,LONG,False,59.89,74.64,True,65646.1,65870.4
688,SHORT,SHORT,LONG,False,55.73,74.64,True,65711.1,65899.9
689,SHORT,SHORT,LONG,False,59.0,74.64,True,65604.2,65924.9
690,SHORT,SHORT,LONG,False,58.85,74.64,True,65614.5,66004.1
691,SHORT,SHORT,LONG,False,55.56,74.64,True,65655.6,65971.9
692,SHORT,SHORT,LONG,False,58.23,74.64,True,65619.0,65873.5
693,SHORT,SHORT,LONG,False,60.63,74.64,True,65588.8,65747.8
694,SHORT,SHORT,LONG,False,63.07,74.64,True,65549.4,65615.6
695,SHORT,SHORT,LONG,False,61.92,74.64,True,65590.6,65591.4
696,SHORT,SHORT,SHORT,True,47.28,71.07,True,65761.3,65681.6
697,SHORT,SHORT,SHORT,True,42.58,71.07,True,65818.7,65698.1
698,SHORT,SHORT,SHORT,True,35.32,71.07,True,65864.8,65641.1
699,LONG,LONG,SHORT,False,57.07,74.64,True,65870.4,65716.0
700,SHORT,SHORT,SHORT,True,35.11,71.07,True,65899.9,65718.4
701,LONG,LONG,SHORT,False,36.37,71.07,True,65924.9,65770.2
702,LONG,LONG,SHORT,False,39.47,71.07,True,66004.1,65860.0
703,LONG,LONG,SHORT,False,36.02,71.07,True,65971.9,65845.2
704,SHORT,SHORT,LONG,False,37.34,71.07,True,65873.5,65905.2
705,LONG,LONG,LONG,True,45.27,71.07,True,65747.8,65951.7
706,SHORT,SHORT,LONG,False,49.58,71.07,True,65615.6,65999.5
707,SHORT,SHORT,LONG,False,57.24,74.64,True,65591.4,66044.2
708,SHORT,SHORT,LONG,False,78.08,78.21,True,65681.6,65958.8
709,SHORT,SHORT,LONG,False,75.49,77.62,True,65698.1,65946.2
710,SHORT,SHORT,LONG,False,56.7,74.64,True,65641.1,65985.2
711,SHORT,SHORT,LONG,False,78.25,78.21,True,65716.0,66014.8
712,SHORT,SHORT,LONG,False,77.98,78.21,True,65718.4,65985.9
713,SHORT,SHORT,LONG,False,75.91,78.21,True,65770.2,66014.8
714,SHORT,SHORT,LONG,False,47.51,74.64,True,65860.0,65994.9
715,SHORT,SHORT,LONG,False,47.13,73.45,True,65845.2,66115.5
716,SHORT,SHORT,LONG,False,40.48,71.07,True,65905.2,66090.2
717,SHORT,SHORT,LONG,False,37.76,71.07,True,65951.7,66030.9
718,SHORT,SHORT,SHORT,True,36.05,71.07,True,65999.5,65940.8
719,LONG,LONG,SHORT,False,53.3,73.53,True,66044.2,65990.0
720,LONG,LONG,LONG,True,49.5,73.53,True,65958.8,66207.4
721,LONG,LONG,LONG,True,69.85,77.1,True,65946.2,66325.8
722,LONG,LONG,LONG,True,49.49,73.53,True,65985.2,66260.0
723,LONG,LONG,LONG,True,51.75,73.53,True,66014.8,66163.0
724,LONG,LONG,LONG,True,52.1,73.53,True,65985.9,66120.0
725,LONG,LONG,LONG,True,53.28,73.53,True,66014.8,66199.7
726,LONG,LONG,LONG,True,48.74,72.34,True,65994.9,66191.5
727,LONG,LONG,LONG,True,52.33,72.34,True,66115.5,66168.8
728,LONG,LONG,LONG,True,46.83,69.96,True,66090.2,66137.0
729,LONG,LONG,LONG,True,44.55,69.96,True,66030.9,66042.1
730,LONG,LONG,LONG,True,44.37,72.34,True,65940.8,66016.8
731,LONG,LONG,SHORT,False,41.96,69.96,True,65990.0,65963.0
732,LONG,LONG,SHORT,False,51.54,72.34,True,66207.4,66019.4
733,LONG,LONG,SHORT,False,51.62,72.34,True,66325.8,66109.7
734,LONG,LONG,SHORT,False,48.89,72.34,True,66260.0,66149.9
735,LONG,LONG,SHORT,False,44.31,72.34,True,66163.0,66126.4
736,LONG,LONG,SHORT,False,35.7,69.96,True,66120.0,66021.8
737,LONG,LONG,SHORT,False,40.5,69.96,True,66199.7,65997.5
738,LONG,LONG,SHORT,False,46.92,73.53,True,66191.5,66045.3
739,LONG,LONG,SHORT,False,43.57,72.34,True,66168.8,65970.1
740,LONG,LONG,SHORT,False,42.19,72.34,True,66137.0,65959.3
741,SHORT,SHORT,SHORT,True,35.96,69.96,True,66042.1,65966.7
742,SHORT,SHORT,SHORT,True,39.72,69.96,True,66016.8,65842.7
743,SHORT,SHORT,SHORT,True,42.55,69.96,True,65963.0,65865.3
744,SHORT,SHORT,SHORT,True,61.69,73.53,True,66019.4,65727.7
745,SHORT,SHORT,SHORT,True,55.28,73.53,True,66109.7,65725.6
746,SHORT,SHORT,SHORT,True,49.86,69.96,True,66149.9,65751.1
747,LONG,LONG,SHORT,False,36.92,69.96,True,66126.4,65784.4
748,LONG,LONG,SHORT,False,51.89,69.96,True,66021.8,65860.0
749,SHORT,SHORT,SHORT,True,60.1,73.53,True,65997.5,65860.5
750,SHORT,SHORT,SHORT,True,58.19,73.53,True,66045.3,65849.9
751,SHORT,SHORT,SHORT,True,37.23,68.17,True,65970.1,65768.6
752,SHORT,SHORT,SHORT,True,38.45,68.17,True,65959.3,65739.3
753,SHORT,SHORT,SHORT,True,41.61,69.96,True,65966.7,65819.0
754,SHORT,SHORT,SHORT,True,44.64,69.96,True,65842.7,65842.1
755,SHORT,SHORT,SHORT,True,43.92,69.96,True,65865.3,65863.8
756,SHORT,SHORT,LONG,False,65.91,74.64,True,65727.7,65882.9
757,SHORT,SHORT,LONG,False,65.6,74.64,True,65725.6,65866.1
758,SHORT,SHORT,LONG,False,64.39,74.64,True,65751.1,65829.9
759,SHORT,SHORT,LONG,False,60.67,74.64,True,65784.4,65857.7
760,SHORT,SHORT,SHORT,True,56.14,74.64,True,65860.0,65847.5
761,SHORT,SHORT,LONG,False,53.81,74.64,True,65860.5,65891.1
762,SHORT,SHORT,SHORT,True,53.96,74.64,True,65849.9,65819.9
763,SHORT,SHORT,LONG,False,59.23,74.64,True,65768.6,65801.2
764,SHORT,SHORT,LONG,False,59.41,74.64,True,65739.3,65901.5
765,SHORT,SHORT,LONG,False,52.55,73.45,True,65819.0,65900.5
766,SHORT,SHORT,LONG,False,47.54,71.07,True,65842.1,65902.3
767,SHORT,SHORT,LONG,False,42.73,71.07,True,65863.8,65900.4
768,SHORT,SHORT,SHORT,True,39.83,71.07,True,65882.9,65870.6
769,SHORT,SHORT,LONG,False,43.18,71.07,True,65866.1,65907.0
770,SHORT,SHORT,LONG,False,51.14,74.64,True,65829.9,65912.8
771,SHORT,SHORT,LONG,False,44.53,71.07,True,65857.7,65880.1
772,SHORT,SHORT,LONG,False,43.0,71.07,True,65847.5,65882.6
773,SHORT,SHORT,SHORT,True,57.01,71.07,True,65891.1,65887.8
774,SHORT,SHORT,LONG,False,39.95,71.07,True,65819.9,65890.9
775,SHORT,SHORT,LONG,False,64.79,73.45,True,65801.2,65890.9
776,SHORT,SHORT,SHORT,True,57.1,73.45,True,65901.5,65897.7
777,SHORT,SHORT,SHORT,True,57.33,73.45,True,65900.5,65885.0
778,LONG,LONG,SHORT,False,35.34,71.07,True,65902.3,65884.4
779,LONG,LONG,SHORT,False,35.2,71.07,True,65900.4,65877.0
780,SHORT,SHORT,LONG,False,36.25,71.07,True,65870.6,65920.0
781,SHORT,SHORT,LONG,False,35.8,71.07,True,65907.0,66012.5
782,SHORT,SHORT,LONG,False,34.92,71.07,True,65912.8,66085.9
783,SHORT,SHORT,LONG,False,35.96,69.28,True,65880.1,66083.8
784,SHORT,SHORT,LONG,False,38.38,71.07,True,65882.6,66030.0
785,SHORT,SHORT,LONG,False,41.73,71.07,True,65887.8,66034.5
786,SHORT,SHORT,LONG,False,42.58,71.07,True,65890.9,65971.6
787,SHORT,SHORT,LONG,False,41.35,71.07,True,65890.9,65973.7
788,SHORT,SHORT,LONG,False,42.71,71.07,True,65897.7,65972.8
789,SHORT,SHORT,LONG,False,42.5,71.07,True,65885.0,65965.6
790,SHORT,SHORT,LONG,False,41.86,71.07,True,65884.4,65972.8
791,SHORT,SHORT,LONG,False,44.72,71.07,True,65877.0,65990.3
792,SHORT,SHORT,LONG,False,38.42,71.07,True,65920.0,65944.0
793,SHORT,SHORT,SHORT,True,32.95,69.28,True,66012.5,65922.3
794,LONG,LONG,SHORT,False,54.23,73.53,True,66085.9,65926.6
795,LONG,LONG,SHORT,False,52.55,73.53,True,66083.8,65994.9
796,LONG,LONG,SHORT,False,47.7,73.53,True,66030.0,66002.8
797,LONG,LONG,SHORT,False,48.06,73.53,True,66034.5,66013.8
798,LONG,LONG,LONG,True,38.53,69.96,True,65971.6,65993.2
799,LONG,LONG,LONG,True,38.88,69.96,True,65973.7,66033.0
800,LONG,LONG,SHORT,False,39.94,69.96,True,65972.8,65856.8
801,LONG,LONG,SHORT,False,34.73,68.17,True,65965.6,65860.6
802,LONG,LONG,SHORT,False,35.24,69.96,True,65972.8,65939.8
803,LONG,LONG,SHORT,False,36.69,69.96,True,65990.3,65938.2
804,SHORT,SHORT,SHORT,True,35.49,69.96,True,65944.0,65926.7
805,SHORT,SHORT,LONG,False,63.46,73.53,True,65922.3,65944.0
806,SHORT,SHORT,LONG,False,62.41,73.53,True,65926.6,65952.4
807,SHORT,SHORT,LONG,False,51.52,69.96,True,65994.9,65996.0
808,LONG,LONG,LONG,True,38.76,69.96,True,66002.8,66034.1
809,LONG,LONG,LONG,True,43.81,72.34,True,66013.8,66082.0
810,LONG,LONG,LONG,True,42.1,72.34,True,65993.2,66106.6
811,LONG,LONG,LONG,True,48.61,73.53,True,66033.0,66171.9
812,LONG,LONG,LONG,True,53.89,73.53,True,65856.8,66154.2
813,SHORT,SHORT,LONG,False,37.26,69.96,True,65860.6,66157.3
814,LONG,LONG,LONG,True,38.88,69.96,True,65939.8,66242.3
815,LONG,LONG,LONG,True,39.72,69.96,True,65938.2,66218.0
816,LONG,LONG,LONG,True,39.9,69.96,True,65926.7,66235.7
817,LONG,LONG,LONG,True,43.89,73.53,True,65944.0,66167.9
818,LONG,LONG,LONG,True,44.59,73.53,True,65952.4,66112.6
819,LONG,LONG,LONG,True,50.5,73.53,True,65996.0,66108.2
820,LONG,LONG,LONG,True,53.82,73.53,True,66034.1,66092.4
821,LONG,LONG,SHORT,False,54.86,73.53,True,66082.0,66023.8
822,LONG,LONG,LONG,True,58.53,73.53,True,66106.6,66120.0
823,LONG,LONG,SHORT,False,57.01,73.53,True,66171.9,65990.7
824,LONG,LONG,SHORT,False,61.16,74.64,True,66154.2,66013.4
825,LONG,LONG,SHORT,False,61.76,74.64,True,66157.3,65887.5
826,LONG,LONG,SHORT,False,67.81,74.64,True,66242.3,65882.7
827,LONG,LONG,SHORT,False,65.21,74.64,True,66218.0,65895.3
828,LONG,LONG,SHORT,False,63.19,74.64,True,66235.7,65830.2
829,LONG,LONG,SHORT,False,58.07,74.64,True,66167.9,65738.3
830,LONG,LONG,SHORT,False,52.83,74.64,True,66112.6,65755.2
831,LONG,LONG,SHORT,False,52.31,74.64,True,66108.2,65799.6
832,LONG,LONG,SHORT,False,45.11,71.07,True,66092.4,65825.3
833,SHORT,SHORT,SHORT,True,53.81,74.64,True,66023.8,65793.8
834,SHORT,SHORT,SHORT,True,46.22,71.07,True,66120.0,65804.8
835,SHORT,SHORT,SHORT,True,58.89,74.64,True,65990.7,65780.0
836,SHORT,SHORT,SHORT,True,58.83,74.64,True,66013.4,65700.9
837,SHORT,SHORT,SHORT,True,40.12,71.07,True,65887.5,65725.9
838,SHORT,SHORT,SHORT,True,41.74,71.07,True,65882.7,65700.8
839,SHORT,SHORT,SHORT,True,40.87,71.07,True,65895.3,65707.8
840,SHORT,SHORT,SHORT,True,41.74,71.07,True,65830.2,65788.0
841,SHORT,SHORT,SHORT,True,59.3,73.53,True,65738.3,65735.9
842,SHORT,SHORT,SHORT,True,58.46,73.53,True,65755.2,65750.9
843,SHORT,SHORT,SHORT,True,55.89,73.53,True,65799.6,65760.1
844,SHORT,SHORT,SHORT,True,59.35,74.64,True,65825.3,65750.7
845,SHORT,SHORT,SHORT,True,59.26,74.64,True,65793.8,65777.4
846,SHORT,SHORT,SHORT,True,58.42,74.64,True,65804.8,65710.7
847,SHORT,SHORT,SHORT,True,52.24,71.07,True,65780.0,65711.6
848,SHORT,SHORT,SHORT,True,59.18,73.45,True,65700.9,65603.9
849,SHORT,SHORT,SHORT,True,56.98,73.45,True,65725.9,65592.9
850,SHORT,SHORT,SHORT,True,57.62,73.45,True,65700.8,65611.4
851,SHORT,SHORT,SHORT,True,58.09,74.64,True,65707.8,65611.6
852,SHORT,SHORT,SHORT,True,54.45,74.64,True,65788.0,65642.0
853,SHORT,SHORT,SHORT,True,58.47,74.64,True,65735.9,65668.5
854,SHORT,SHORT,SHORT,True,59.53,74.64,True,65750.9,65657.3
855,SHORT,SHORT,SHORT,True,55.22,74.64,True,65760.1,65614.7
856,SHORT,SHORT,SHORT,True,56.3,74.64,True,65750.7,65633.1
857,SHORT,SHORT,SHORT,True,50.41,74.64,True,65777.4,65626.8
858,SHORT,SHORT,SHORT,True,54.55,74.64,True,65710.7,65619.7
859,SHORT,SHORT,SHORT,True,53.79,74.64,True,65711.6,65589.4
860,SHORT,SHORT,LONG,False,56.98,74.64,True,65603.9,65643.1
861,SHORT,SHORT,LONG,False,59.77,74.64,True,65592.9,65608.2
862,SHORT,SHORT,LONG,False,56.77,74.64,True,65611.4,65675.0
863,SHORT,SHORT,LONG,False,56.24,74.64,True,65611.6,65666.8
864,SHORT,SHORT,SHORT,True,53.82,74.64,True,65642.0,65638.2
865,SHORT,SHORT,SHORT,True,48.31,73.45,True,65668.5,65605.1
866,SHORT,SHORT,SHORT,True,51.88,74.64,True,65657.3,65600.6
867,SHORT,SHORT,SHORT,True,54.8,74.64,True,65614.7,65602.7
868,SHORT,SHORT,SHORT,True,50.64,73.45,True,65633.1,65576.2
869,SHORT,SHORT,SHORT,True,46.2,71.07,True,65626.8,65585.3
870,SHORT,SHORT,SHORT,True,51.62,73.45,True,65619.7,65560.3
871,SHORT,SHORT,LONG,False,57.36,74.64,True,65589.4,65602.9
872,SHORT,SHORT,SHORT,True,45.65,71.07,True,65643.1,65612.1
873,SHORT,SHORT,LONG,False,48.56,71.07,True,65608.2,65626.8
874,SHORT,SHORT,SHORT,True,47.45,73.45,True,65675.0,65614.5
875,SHORT,SHORT,LONG,False,43.34,71.07,True,65666.8,65695.5
876,SHORT,SHORT,LONG,False,45.92,71.07,True,65638.2,65716.0
877,SHORT,SHORT,LONG,False,52.48,73.45,True,65605.1,65682.4
878,SHORT,SHORT,LONG,False,53.76,74.64,True,65600.6,65708.0
879,SHORT,SHORT,LONG,False,49.99,73.45,True,65602.7,65660.0
880,SHORT,SHORT,LONG,False,55.7,74.64,True,65576.2,65620.2
881,SHORT,SHORT,LONG,False,56.83,74.64,True,65585.3,65663.9
882,SHORT,SHORT,LONG,False,61.6,74.64,True,65560.3,65669.7
883,SHORT,SHORT,LONG,False,55.06,74.64,True,65602.9,65642.1
884,SHORT,SHORT,LONG,False,54.09,74.64,True,65612.1,65639.3
885,SHORT,SHORT,LONG,False,46.0,71.07,True,65626.8,65674.8
886,SHORT,SHORT,SHORT,True,48.17,73.45,True,65614.5,65607.2
887,LONG,LONG,LONG,True,35.79,71.07,True,65695.5,65719.3
888,SHORT,SHORT,SHORT,True,34.71,71.07,True,65716.0,65682.9
889,SHORT,SHORT,LONG,False,37.81,71.07,True,65682.4,65709.8
890,LONG,LONG,LONG,True,36.29,71.07,True,65708.0,65740.1
891,SHORT,SHORT,LONG,False,37.45,71.07,True,65660.0,65768.1
892,SHORT,SHORT,LONG,False,42.91,71.07,True,65620.2,65773.3
893,LONG,LONG,LONG,True,53.85,74.64,True,65663.9,65763.2
894,SHORT,SHORT,LONG,False,38.63,71.07,True,65669.7,65680.8
895,SHORT,SHORT,LONG,False,58.36,74.64,True,65642.1,65657.8
896,SHORT,SHORT,SHORT,True,47.85,73.45,True,65639.3,65423.4
897,SHORT,SHORT,SHORT,True,39.5,69.28,True,65674.8,65425.1
898,SHORT,SHORT,SHORT,True,70.8,74.64,True,65607.2,65408.8
899,SHORT,SHORT,SHORT,True,36.45,71.07,True,65719.3,65408.6
900,SHORT,SHORT,SHORT,True,39.71,71.07,True,65682.9,65394.5
901,SHORT,SHORT,SHORT,True,37.05,71.07,True,65709.8,65401.1
902,LONG,LONG,SHORT,False,34.72,71.07,True,65740.1,65364.8
903,LONG,LONG,SHORT,False,36.37,71.07,True,65768.1,65381.9
904,LONG,LONG,SHORT,False,37.47,71.07,True,65773.3,65394.4
905,LONG,LONG,SHORT,False,38.06,71.07,True,65763.2,65405.3
906,LONG,LONG,SHORT,False,45.95,71.07,True,65680.8,65403.1
907,LONG,LONG,SHORT,False,42.42,71.07,True,65657.8,65481.0
908,SHORT,SHORT,LONG,False,56.38,74.64,True,65423.4,65503.5
909,SHORT,SHORT,LONG,False,56.45,74.64,True,65425.1,65544.5
910,SHORT,SHORT,LONG,False,56.93,74.64,True,65408.8,65504.9
911,SHORT,SHORT,LONG,False,58.55,74.64,True,65408.6,65564.1
912,SHORT,SHORT,LONG,False,60.39,74.64,True,65394.5,65600.0
913,SHORT,SHORT,LONG,False,62.43,74.64,True,65401.1,65582.3
914,SHORT,SHORT,LONG,False,64.41,74.64,True,65364.8,65605.0
915,SHORT,SHORT,LONG,False,63.6,74.64,True,65381.9,65600.0
916,SHORT,SHORT,LONG,False,63.23,74.64,True,65394.4,65598.1
917,SHORT,SHORT,LONG,False,59.55,74.64,True,65405.3,65605.9
918,SHORT,SHORT,LONG,False,59.39,74.64,True,65403.1,65694.5
919,SHORT,SHORT,LONG,False,53.41,74.64,True,65481.0,65681.9
920,SHORT,SHORT,LONG,False,50.02,73.45,True,65503.5,65643.5
921,SHORT,SHORT,LONG,False,44.36,71.07,True,65544.5,65691.1
922,LONG,LONG,LONG,True,43.29,71.07,True,65504.9,65673.8
923,LONG,LONG,LONG,True,50.29,74.64,True,65564.1,65684.2
924,LONG,LONG,LONG,True,54.47,74.64,True,65600.0,65670.8
925,LONG,LONG,LONG,True,55.87,74.64,True,65582.3,65678.7
926,LONG,LONG,LONG,True,57.42,74.64,True,65605.0,65699.9
927,LONG,LONG,LONG,True,37.51,71.07,True,65600.0,65669.4
928,LONG,LONG,LONG,True,36.13,71.07,True,65598.1,65643.4
929,LONG,LONG,LONG,True,36.77,71.07,True,65605.9,65607.9
930,LONG,LONG,SHORT,False,37.73,71.07,True,65694.5,65633.9
931,LONG,LONG,SHORT,False,36.51,71.07,True,65681.9,65658.7
932,SHORT,SHORT,LONG,False,35.11,71.07,True,65643.5,65690.0
933,LONG,LONG,SHORT,False,37.21,71.07,True,65691.1,65677.5
934,LONG,LONG,LONG,True,36.0,71.07,True,65673.8,65684.6
935,LONG,LONG,LONG,True,54.15,73.53,True,65684.2,65736.1
936,LONG,LONG,LONG,True,51.63,73.53,True,65670.8,65710.1
937,LONG,LONG,LONG,True,52.13,73.53,True,65678.7,65738.3
